node_id,node_type,title,aliases,status,year,paper_type,availability,paper_key,doi,url,source_note
Papers/Review/2022 - Defect Detection in the Textile Industry Using Image-Based Machine Learning Methods,Papers,Defect Detection in the Textile Industry Using Image-Based Machine Learning Methods: A Brief Review,Defect detection in the textile industry using image-based machine learning methods,processed,2022,review,,doi:10.1088/1742-6596/2224/1/012010,10.1088/1742-6596/2224/1/012010,https://doi.org/10.1088/1742-6596/2224/1/012010,Papers/Review/2022 - Defect Detection in the Textile Industry Using Image-Based Machine Learning Methods.md
Papers/Review/2023 - A Survey on Unsupervised Anomaly Detection Algorithms for Industrial Images,Papers,A Survey on Unsupervised Anomaly Detection Algorithms for Industrial Images,A Survey on Unsupervised Anomaly Detection Algorithms for Industrial Images,processed,2023,review,,sha256:5f7c5c4adb86d6b96a30eceef1702c76576481df7ed220e9a8c21f56f75a0ec4,10.1109/access.2023.3282993,https://doi.org/10.1109/ACCESS.2023.3282993,Papers/Review/2023 - A Survey on Unsupervised Anomaly Detection Algorithms for Industrial Images.md
Papers/Review/2023 - A Systematic Review on Deep Learning with CNNs Applied to Surface Defect Detection,Papers,A Systematic Review on Deep Learning with CNNs Applied to Surface Defect Detection,A Systematic Review on Deep Learning with CNNs Applied to Surface Defect Detection,processed,2023,review,,doi:10.3390/jimaging9100193,10.3390/jimaging9100193,https://doi.org/10.3390/jimaging9100193,Papers/Review/2023 - A Systematic Review on Deep Learning with CNNs Applied to Surface Defect Detection.md
Papers/Review/2023 - Deep CNN-Based Visual Defect Detection Survey of Current Literature,Papers,Deep CNN-Based Visual Defect Detection Survey of Current Literature,Deep CNN-Based Visual Defect Detection Survey of Current Literature | Deep CNN-based visual defect detection: Survey of current literature,processed,2023,review,,doi:10.1016/j.compind.2023.103911,10.1016/j.compind.2023.103911,https://doi.org/10.1016/j.compind.2023.103911,Papers/Review/2023 - Deep CNN-Based Visual Defect Detection Survey of Current Literature.md
Papers/Review/2023 - Deep Learning for Automatic Vision-Based Recognition of Industrial Surface Defects A Survey,Papers,Deep Learning for Automatic Vision-Based Recognition of Industrial Surface Defects: A Survey,Deep Learning for Automatic Vision-Based Recognition of Industrial Surface Defects A Survey,processed,2023,review,,doi:10.1109/access.2023.3271748,10.1109/access.2023.3271748,https://doi.org/10.1109/ACCESS.2023.3271748,Papers/Review/2023 - Deep Learning for Automatic Vision-Based Recognition of Industrial Surface Defects A Survey.md
Papers/Review/2023 - Defect Detection Methods for Industrial Products Using Deep Learning Techniques A Review,Papers,Defect Detection Methods for Industrial Products Using Deep Learning Techniques A Review,Defect Detection Methods for Industrial Products Using Deep Learning Techniques A Review | Defect Detection Methods for Industrial Products Using Deep Learning Techniques: A Review,processed,2023,review,,doi:10.3390/a16020095,10.3390/a16020095,https://doi.org/10.3390/a16020095,Papers/Review/2023 - Defect Detection Methods for Industrial Products Using Deep Learning Techniques A Review.md
Papers/Review/2023 - Diffusion Models in Vision A Survey,Papers,Diffusion Models in Vision: A Survey,Diffusion Models in Vision,processed,2023,review,,doi:10.1109/tpami.2023.3261988,10.1109/TPAMI.2023.3261988,,Papers/Review/2023 - Diffusion Models in Vision A Survey.md
Papers/Review/2024 - A Comprehensive Review of Convolutional Neural Networks for Defect Detection in Industrial Applications,Papers,A Comprehensive Review of Convolutional Neural Networks for Defect Detection in Industrial Applications,A Comprehensive Review of Convolutional Neural Networks for Defect Detection in Industrial Applications,processed,2024,review,,doi:10.1109/access.2024.3425166,10.1109/access.2024.3425166,,Papers/Review/2024 - A Comprehensive Review of Convolutional Neural Networks for Defect Detection in Industrial Applications.md
Papers/Review/2024 - A Systematic Review of Deep Learning Approaches for Surface Defect Detection in Industrial Applications,Papers,A Systematic Review of Deep Learning Approaches for Surface Defect Detection in Industrial Applications,A Systematic Review of Deep Learning Approaches for Surface Defect Detection in Industrial Applications,processed,2024,review,,doi:10.1007/s00521-021-06397-6,10.1007/s00521-021-06397-6,,Papers/Review/2024 - A Systematic Review of Deep Learning Approaches for Surface Defect Detection in Industrial Applications.md
Papers/Review/2024 - Deep Industrial Image Anomaly Detection A Survey,Papers,Deep Industrial Image Anomaly Detection: A Survey,Deep Industrial Image Anomaly Detection A Survey,processed,2024,review,,doi:10.1007/s11633-023-1459-z,10.1007/s11633-023-1459-z,https://doi.org/10.1007/s11633-023-1459-z,Papers/Review/2024 - Deep Industrial Image Anomaly Detection A Survey.md
Papers/Review/2024 - Process Monitoring and Machine Learning for Defect Detection in Laser-Based Metal Additive Manufacturing,Papers,Process Monitoring and Machine Learning for Defect Detection in Laser-Based Metal Additive Manufacturing,Process Monitoring and Machine Learning for Defect Detection in Laser-Based Metal Additive Manufacturing,processed,2024,review,,doi:10.1007/s10845-023-02119-y,10.1007/s10845-023-02119-y,,Papers/Review/2024 - Process Monitoring and Machine Learning for Defect Detection in Laser-Based Metal Additive Manufacturing.md
Papers/Review/2025 - Artificial Intelligence Driving Innovation in Textile Defect Detection,Papers,Artificial Intelligence Driving Innovation in Textile Defect Detection,Artificial Intelligence Driving Innovation in Textile Defect Detection,processed,2025,review,,doi:10.3390/textiles5020012,10.3390/textiles5020012,https://doi.org/10.3390/textiles5020012,Papers/Review/2025 - Artificial Intelligence Driving Innovation in Textile Defect Detection.md
Papers/Review/2025 - Synthetic Scientific Image Generation with VAE GAN and Diffusion Model Architectures,Papers,"Synthetic Scientific Image Generation with VAE, GAN, and Diffusion Model Architectures","Synthetic Scientific Image Generation with VAE, GAN, and Diffusion Model Architectures",processed,2025,review,,doi:10.3390/jimaging11080252,10.3390/jimaging11080252,https://doi.org/10.3390/jimaging11080252,Papers/Review/2025 - Synthetic Scientific Image Generation with VAE GAN and Diffusion Model Architectures.md
Papers/Review/2025 - YOLO Object Detection for Real-Time Fabric Defect Inspection in the Textile Industry,Papers,YOLO Object Detection for Real-Time Fabric Defect Inspection in the Textile Industry: A Review of YOLOv1 to YOLOv11,YOLO Object Detection for Real-Time Fabric Defect Inspection in the Textile Industry,processed,2025,review,,sha256:4587be58fa4ab25c895bae2358cc588e626b1cab9597fae65c2b42d69d4ea013,10.3390/s25072270,https://doi.org/10.3390/s25072270,Papers/Review/2025 - YOLO Object Detection for Real-Time Fabric Defect Inspection in the Textile Industry.md
Papers/Systems/2024 - Steel Surface Defect Detection Based on Denoising Diffusion Implicit Models with Data Augmentation,Papers,Steel Surface Defect Detection Based on Denoising Diffusion Implicit Models with Data Augmentation,,processed,2024,systems,,doi:10.1109/icispc63824.2024.00010,10.1109/icispc63824.2024.00010,https://doi.org/10.1109/icispc63824.2024.00010,Papers/Systems/2024 - Steel Surface Defect Detection Based on Denoising Diffusion Implicit Models with Data Augmentation.md
Papers/Systems/2025 - Workpiece Surface Defect Detection Based on YOLOv11 and Edge Computing,Papers,Workpiece Surface Defect Detection Based on YOLOv11 and Edge Computing,Workpiece Surface Defect Detection Based on YOLOv11 and Edge Computing,processed,2025,systems,,doi:10.1371/journal.pone.0327546,10.1371/journal.pone.0327546,https://doi.org/10.1371/journal.pone.0327546,Papers/Systems/2025 - Workpiece Surface Defect Detection Based on YOLOv11 and Edge Computing.md
Tasks/Additive manufacturing defect detection,Tasks,Additive manufacturing defect detection,Laser-based metal additive manufacturing defect detection | WAAM defect detection,,,,,,,,Tasks/Additive manufacturing defect detection.md
Tasks/Adhesive bead defect detection,Tasks,Adhesive bead defect detection,Structural adhesive defect detection | Adhesive inspection,,,,,,,,Tasks/Adhesive bead defect detection.md
Tasks/Aircraft glass canopy defect detection,Tasks,Aircraft glass canopy defect detection,Aircraft glass defect detection | Aircraft canopy glass defect detection,,,,,,,,Tasks/Aircraft glass canopy defect detection.md
Tasks/Automated fiber placement inspection,Tasks,Automated fiber placement inspection,AFP inspection,,,,,,,,Tasks/Automated fiber placement inspection.md
Tasks/Car damage detection,Tasks,Car damage detection,Vehicle damage detection | Vision-based car damage detection,,,,,,,,Tasks/Car damage detection.md
Tasks/Casting surface defect detection,Tasks,Casting surface defect detection,Casting defect detection,,,,,,,,Tasks/Casting surface defect detection.md
Tasks/Compositional generalization,Tasks,Compositional generalization,,,,,,,,,Tasks/Compositional generalization.md
Tasks/Cross-domain few-shot object detection,Tasks,Cross-domain few-shot object detection,CD-FSOD | cross-domain FSOD,,,,,,,,Tasks/Cross-domain few-shot object detection.md
Tasks/Defect classification,Tasks,Defect classification,,,,,,,,,Tasks/Defect classification.md
Tasks/Defect detection,Tasks,Defect detection,Surface defect detection task,,,,,,,,Tasks/Defect detection.md
Tasks/Defect segmentation,Tasks,Defect segmentation,Defect localization | Anomaly localization,,,,,,,,Tasks/Defect segmentation.md
Tasks/Disparity estimation,Tasks,Disparity estimation,,,,,,,,,Tasks/Disparity estimation.md
Tasks/Diverse glass surface defect detection,Tasks,Diverse glass surface defect detection,Glass surface defect detection | Diverse glass defect detection,,,,,,,,Tasks/Diverse glass surface defect detection.md
Tasks/Document recognition,Tasks,Document recognition,,,,,,,,,Tasks/Document recognition.md
Tasks/Gaze estimation,Tasks,Gaze estimation,,,,,,,,,Tasks/Gaze estimation.md
Tasks/Generative modeling,Tasks,Generative modeling,Generative model learning,,,,,,,,Tasks/Generative modeling.md
Tasks/Glass bangle defect classification,Tasks,Glass bangle defect classification,Glass bangle inspection | Bangle defect classification,,,,,,,,Tasks/Glass bangle defect classification.md
Tasks/Glass container defect detection,Tasks,Glass container defect detection,Glass container quality control | Transparent material inspection,,,,,,,,Tasks/Glass container defect detection.md
Tasks/Hand pose estimation,Tasks,Hand pose estimation,,,,,,,,,Tasks/Hand pose estimation.md
Tasks/Handwritten digit recognition,Tasks,Handwritten digit recognition,,,,,,,,,Tasks/Handwritten digit recognition.md
Tasks/Image classification,Tasks,Image classification,,,,,,,,,Tasks/Image classification.md
Tasks/Image-to-image translation,Tasks,Image-to-image translation,I2I translation,,,,,,,,Tasks/Image-to-image translation.md
Tasks/Industrial anomaly detection,Tasks,Industrial anomaly detection,Industrial anomaly detection,,,,,,,,Tasks/Industrial anomaly detection.md
Tasks/Industrial object recognition,Tasks,Industrial object recognition,,,,,,,,,Tasks/Industrial object recognition.md
Tasks/Laminated glass defect detection,Tasks,Laminated glass defect detection,Laminated glass inspection,,,,,,,,Tasks/Laminated glass defect detection.md
Tasks/Language understanding,Tasks,Language understanding,natural language understanding | NLU,,,,,,,,Tasks/Language understanding.md
Tasks/Machine translation,Tasks,Machine translation,neural machine translation,,,,,,,,Tasks/Machine translation.md
Tasks/Manufacturing failure prediction,Tasks,Manufacturing failure prediction,production-line failure prediction | assembly-line failure prediction | manufacturing fault prediction,,,,,,,,Tasks/Manufacturing failure prediction.md
Tasks/Marker decoding,Tasks,Marker decoding,,,,,,,,,Tasks/Marker decoding.md
Tasks/Metallic surface defect detection,Tasks,Metallic surface defect detection,,,,,,,,,Tasks/Metallic surface defect detection.md
Tasks/Object detection,Tasks,Object detection,,,,,,,,,Tasks/Object detection.md
Tasks/Optical character recognition,Tasks,Optical character recognition,OCR,,,,,,,,Tasks/Optical character recognition.md
Tasks/Optical flow estimation,Tasks,Optical flow estimation,,,,,,,,,Tasks/Optical flow estimation.md
Tasks/Optical glass defect detection,Tasks,Optical glass defect detection,Optical glass inspection,,,,,,,,Tasks/Optical glass defect detection.md
Tasks/PCB defect classification,Tasks,PCB defect classification,,,,,,,,,Tasks/PCB defect classification.md
Tasks/PCB defect detection,Tasks,PCB defect detection,printed circuit board defect detection,,,,,,,,Tasks/PCB defect detection.md
Tasks/Perovskite solar cell device simulation,Tasks,Perovskite solar cell device simulation,,,,,,,,,Tasks/Perovskite solar cell device simulation.md
Tasks/Pharmaceutical bag sealing defect detection,Tasks,Pharmaceutical bag sealing defect detection,Sealing defect detection in pharmaceutical bags,,,,,,,,Tasks/Pharmaceutical bag sealing defect detection.md
Tasks/Pre-post diagnostic assessment,Tasks,Pre-post diagnostic assessment,pre/post diagnostic assessment | pre-test post-test assessment,,,,,,,,Tasks/Pre-post diagnostic assessment.md
Tasks/PV module current-voltage curve prediction,Tasks,PV module current-voltage curve prediction,I-V curve prediction from EL images | PV module I-V curve prediction | photovoltaic module characterization from electroluminescence,,,,,,,,Tasks/PV module current-voltage curve prediction.md
Tasks/PV panel fault detection,Tasks,PV panel fault detection,photovoltaic panel fault detection | PV fault detection | UAV thermal PV fault detection,,,,,,,,Tasks/PV panel fault detection.md
Tasks/Question answering,Tasks,Question answering,,,,,,,,,Tasks/Question answering.md
Tasks/Robotic object localization,Tasks,Robotic object localization,,,,,,,,,Tasks/Robotic object localization.md
Tasks/Salient object detection,Tasks,Salient object detection,SOD,,,,,,,,Tasks/Salient object detection.md
Tasks/Scene flow estimation,Tasks,Scene flow estimation,,,,,,,,,Tasks/Scene flow estimation.md
Tasks/Scientific image generation,Tasks,Scientific image generation,scientific image synthesis | scientific image generation,,,,,,,,Tasks/Scientific image generation.md
Tasks/Semiconductor wafer dicing fault classification,Tasks,Semiconductor wafer dicing fault classification,wafer dicing fault classification | chip dicing fault classification,,,,,,,,Tasks/Semiconductor wafer dicing fault classification.md
